tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2003-311,Queen's Club,Grass,56,A,20030609,46,104053,3,,Andy Roddick,R,188,USA,20.77481177,7,2225,102257,0,,Greg Rusedski,L,193,GBR,29.75496235,69,612,6-3 4-6 6-4,3,R16,91,11,3,74,44,37,20,15,1,3,6,4,83,52,40,14,14,3,6
2003-311,Queen's Club,Grass,56,A,20030609,51,104053,3,,Andy Roddick,R,188,USA,20.77481177,7,2225,103758,11,,Taylor Dent,R,188,USA,22.12457221,44,855,6-3 7-6(3),3,QF,76,2,3,76,50,40,15,11,4,5,4,0,57,35,25,13,10,1,3
2003-311,Queen's Club,Grass,56,A,20030609,54,104053,3,,Andy Roddick,R,188,USA,20.77481177,7,2225,101736,2,,Andre Agassi,R,180,USA,33.11156742,2,3900,6-1 6-7(5) 7-6(6),3,SF,117,27,2,95,61,51,21,16,2,3,4,3,100,72,50,15,15,1,4
2003-311,Queen's Club,Grass,56,A,20030609,55,104053,3,,Andy Roddick,R,188,USA,20.77481177,7,2225,103206,6,,Sebastien Grosjean,R,175,FRA,25.0294319,20,1360,6-3 6-3,3,F,60,10,1,54,38,28,10,9,1,1,4,1,51,22,13,15,9,3,6
2003-540,Wimbledon,Grass,128,G,20030623,16,104053,5,,Andy Roddick,R,188,USA,20.81314168,6,2390,102106,0,,Davide Sanguinetti,R,188,ITA,30.82546201,91,455,6-2 6-3 6-3,5,R128,80,15,2,75,50,40,15,13,3,3,4,0,75,47,29,13,13,4,9
2003-540,Wimbledon,Grass,128,G,20030623,72,104053,5,,Andy Roddick,R,188,USA,20.81314168,6,2390,102257,0,,Greg Rusedski,L,193,GBR,29.79329227,51,727,7-6(4) 7-6(1) 7-5,5,R64,123,14,4,108,71,61,19,18,1,2,15,1,112,67,50,26,18,6,8
2003-540,Wimbledon,Grass,128,G,20030623,100,104053,5,,Andy Roddick,R,188,USA,20.81314168,6,2390,103990,25,,Tommy Robredo,R,180,ESP,21.14442163,21,1230,7-6(5) 6-4 6-4,5,R32,114,9,3,96,70,56,17,16,1,1,5,5,104,66,53,17,16,1,3
2003-540,Wimbledon,Grass,128,G,20030623,114,104053,5,,Andy Roddick,R,188,USA,20.81314168,6,2390,103387,12,,Paradorn Srichaphan,R,185,THA,24.02464066,11,1760,6-4 3-6 6-3 6-2,5,R16,114,14,2,102,64,56,20,18,6,7,6,2,105,71,49,17,18,4,8
2003-540,Wimbledon,Grass,128,G,20030623,121,104053,5,,Andy Roddick,R,188,USA,20.81314168,6,2390,102035,0,,Jonas Bjorkman,R,183,SWE,31.24982888,79,545,6-4 6-2 6-4,5,QF,92,14,1,70,50,44,11,14,0,1,4,6,92,56,40,15,14,6,11
2003-402,Memphis,Hard,32,A,20030217,1,104053,1,,Andy Roddick,R,188,USA,20.46817248,6,2460,102821,0,Q,Cecil Mamiit,R,173,PHI,26.64202601,116,339,6-4 6-4,3,R32,53,11,1,51,40,32,9,10,0,0,4,2,61,45,33,7,10,4,6
2003-402,Memphis,Hard,32,A,20030217,17,104053,1,,Andy Roddick,R,188,USA,20.46817248,6,2460,102703,0,,Hyung Taik Lee,R,180,KOR,27.12388775,62,607,5-7 6-4 7-6(3),3,R16,122,25,3,99,67,58,15,17,6,7,9,3,104,69,54,18,17,0,1
2003-402,Memphis,Hard,32,A,20030217,25,104053,1,,Andy Roddick,R,188,USA,20.46817248,6,2460,104068,0,,Robby Ginepri,R,183,USA,20.36413415,87,470,6-4 6-4,3,QF,70,13,1,63,41,35,10,10,4,4,8,6,67,43,31,10,10,3,5
2003-402,Memphis,Hard,32,A,20030217,29,104053,1,,Andy Roddick,R,188,USA,20.46817248,6,2460,103408,0,,Brian Vahaly,R,183,USA,23.58384668,97,421,7-5 6-1,3,SF,56,14,1,49,32,29,12,10,0,0,10,8,47,27,22,7,9,0,3
2003-1536,Madrid Masters,Hard,48,M,20031013,32,104053,2,,Andy Roddick,R,188,USA,21.11978097,2,4165,103018,0,,Max Mirnyi,R,196,BLR,26.2696783,24,1160,6-1 6-7(9) 7-5,3,R32,121,21,3,90,53,44,26,15,3,3,9,4,105,63,48,24,16,7,11
2003-404,Indian Wells Masters,Hard,64,M,20030310,25,104053,6,,Andy Roddick,R,188,USA,20.52566735,6,2275,102358,0,,Thomas Enqvist,R,190,SWE,28.99110198,69,575,6-4 6-4,3,R64,68,15,0,56,35,29,13,10,0,0,6,5,61,28,22,16,10,4,6
2003-404,Indian Wells Masters,Hard,64,M,20030310,45,104053,6,,Andy Roddick,R,188,USA,20.52566735,6,2275,103852,0,,Feliciano Lopez,L,188,ESP,21.46748802,63,643,6-4 6-3,3,R32,54,7,3,45,28,24,12,9,0,0,7,5,50,21,14,18,10,4,7
2003-404,Indian Wells Masters,Hard,64,M,20030310,55,104053,6,,Andy Roddick,R,188,USA,20.52566735,6,2275,103206,11,,Sebastien Grosjean,R,175,FRA,24.78028747,11,1830,7-6(5) 2-6 7-6(1),3,R16,141,10,4,109,68,52,21,16,5,7,8,1,104,61,48,25,16,2,2
2003-421,Canada Masters,Hard,64,M,20030804,25,104053,6,,Andy Roddick,R,188,USA,20.92813142,7,2630,103598,0,,Xavier Malisse,R,185,BEL,23.04175222,62,625,3-6 6-0 6-2,3,R64,90,5,2,66,33,27,19,12,2,4,5,3,71,26,18,21,11,3,8
2003-421,Canada Masters,Hard,64,M,20030804,45,104053,6,,Andy Roddick,R,188,USA,20.92813142,7,2630,103428,0,,Juan Ignacio Chela,R,190,ARG,23.92881588,36,955,7-6(6) 6-2,3,R32,90,4,2,61,35,28,16,10,0,1,2,8,81,43,31,15,10,5,8
2003-421,Canada Masters,Hard,64,M,20030804,55,104053,6,,Andy Roddick,R,188,USA,20.92813142,7,2630,103206,9,,Sebastien Grosjean,R,175,FRA,25.18275154,10,1865,6-3 6-3,3,R16,75,10,4,61,34,28,13,9,7,7,3,2,60,25,16,18,9,2,5
2003-421,Canada Masters,Hard,64,M,20030804,60,104053,6,,Andy Roddick,R,188,USA,20.92813142,7,2630,102344,0,,Karol Kucera,R,188,SVK,29.41820671,41,868,7-6(5) 6-3,3,QF,94,7,1,61,42,30,13,10,0,1,5,10,73,35,26,17,11,4,7
2003-421,Canada Masters,Hard,64,M,20030804,62,104053,6,,Andy Roddick,R,188,USA,20.92813142,7,2630,103819,3,,Roger Federer,R,185,SUI,21.98767967,3,3690,6-4 3-6 7-6(3),3,SF,116,9,2,85,41,32,28,15,0,2,9,10,100,56,47,19,16,7,9
2003-421,Canada Masters,Hard,64,M,20030804,63,104053,6,,Andy Roddick,R,188,USA,20.92813142,7,2630,103900,0,,David Nalbandian,R,180,ARG,21.58795346,21,1235,6-1 6-3,3,F,63,6,1,42,26,21,10,8,1,2,1,1,47,25,15,7,8,3,8
2003-717,Houston,Clay,32,A,20030421,16,104053,2,,Andy Roddick,R,188,USA,20.64065708,6,2360,103319,0,WC,Jeff Morrison,R,185,USA,24.20807666,116,326,6-3 6-1,3,R32,51,6,2,41,27,25,7,8,0,0,4,2,50,22,15,9,8,4,8
2003-717,Houston,Clay,32,A,20030421,24,104053,2,,Andy Roddick,R,188,USA,20.64065708,6,2360,102834,0,Q,Paul Goldstein,R,178,USA,26.71047228,193,178,7-5 6-4,3,R16,83,8,2,66,42,32,11,11,5,7,2,1,78,55,32,12,11,7,11
2003-717,Houston,Clay,32,A,20030421,28,104053,2,,Andy Roddick,R,188,USA,20.64065708,6,2360,101897,0,,Fernando Meligeni,L,180,BRA,32.02464066,118,324,6-3 4-6 6-4,3,QF,124,5,4,89,56,42,18,15,5,7,1,2,105,68,44,19,14,8,11
2003-717,Houston,Clay,32,A,20030421,30,104053,2,,Andy Roddick,R,188,USA,20.64065708,6,2360,103133,0,,Olivier Mutis,R,175,FRA,25.2128679,90,453,4-6 6-1 6-2,3,SF,110,12,3,85,51,36,20,13,4,5,6,3,84,45,33,12,12,6,10
2003-403,Miami Masters,Hard,96,M,20030317,48,104053,8,,Andy Roddick,R,188,USA,20.54483231,6,2400,102642,0,Q,Cyril Saulnier,R,190,FRA,27.58384668,128,291,6-7(1) 7-6(2) 6-4,3,R64,131,9,3,120,71,55,28,17,7,7,10,4,100,58,43,31,17,2,3
2003-306,St. Poelten,Clay,32,A,20030519,1,104053,1,,Andy Roddick,R,188,USA,20.71731691,6,2075,103252,0,,Alberto Martin,R,175,ESP,24.74469541,61,665,6-1 7-6(5),3,R32,86,5,2,57,38,31,9,10,2,4,1,4,74,51,27,13,9,9,13
2003-306,St. Poelten,Clay,32,A,20030519,17,104053,1,,Andy Roddick,R,188,USA,20.71731691,6,2075,104259,0,Q,Philipp Kohlschreiber,R,178,GER,19.58932238,354,75,6-3 6-4,3,R16,54,11,0,50,30,26,12,10,0,1,1,1,47,28,17,12,9,1,4
2003-306,St. Poelten,Clay,32,A,20030519,25,104053,1,,Andy Roddick,R,188,USA,20.71731691,6,2075,101990,0,WC,Richard Krajicek,R,196,NED,31.44969199,77,540,7-5 6-1,3,QF,64,9,1,59,44,31,10,10,3,4,2,3,63,36,23,11,9,3,7
2003-306,St. Poelten,Clay,32,A,20030519,29,104053,1,,Andy Roddick,R,188,USA,20.71731691,6,2075,103176,8,,David Sanchez,R,183,ESP,25.07871321,57,733,6-2 2-0 RET,3,SF,49,1,0,35,19,16,9,5,0,0,3,3,38,25,14,4,5,3,6
2003-306,St. Poelten,Clay,32,A,20030519,31,104053,1,,Andy Roddick,R,188,USA,20.71731691,6,2075,103786,6,,Nikolay Davydenko,R,178,RUS,21.96030116,36,900,6-3 6-2,3,F,64,3,1,52,33,25,11,9,1,2,1,1,50,42,21,4,8,3,7
2003-338,Sydney,Hard,32,A,20030106,4,104053,6,,Andy Roddick,R,188,USA,20.35318275,10,2045,103990,0,,Tommy Robredo,R,180,ESP,20.6844627,31,1050,6-2 6-2,3,R32,58,6,0,41,22,18,15,8,2,2,2,2,50,26,15,11,8,2,6
2003-605,Masters Cup,Hard,8,F,20031110,10,104053,0,,Andy Roddick,R,188,USA,21.19644079,1,4335,102845,0,,Carlos Moya,R,190,ESP,27.20328542,7,2180,6-2 3-6 6-3,3,RR,96,14,3,82,45,35,20,13,5,6,10,2,75,46,27,20,13,3,6
2003-605,Masters Cup,Hard,8,F,20031110,12,104053,0,,Andy Roddick,R,188,USA,21.19644079,1,4335,103909,0,,Guillermo Coria,R,175,ARG,21.82340862,4,3230,6-3 6-7(4) 6-3,3,RR,113,12,1,103,65,50,19,16,4,6,3,3,86,59,42,12,14,3,7
2003-D084,Davis Cup WG PO: SVK vs USA,Clay,4,D,20030919,3,104053,0,,Andy Roddick,R,188,USA,21.04312115,2,4165,103971,0,,Karol Beck,R,180,SVK,21.45106092,70,531,6-3 6-4 6-4,5,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
